,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_b_1,param_b_2,param_d_c,param_eps,param_l_r,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,2.637831687927246,0.551301658187417,0.12620716094970702,0.013453599197578834,0.8,0.9,0.01,1e-07,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.005}",-0.14869339907547757,-0.15608366835116666,-0.2915124112474721,-0.27495927928065456,-0.19542584589720036,-0.2133349207703943,0.059474782509081704,258
1,2.163154125213623,0.44963241082356825,0.12253217697143555,0.03677618536424298,0.8,0.9,0.01,1e-07,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.01}",-0.12466828959068457,-0.14838822190385872,-0.24922766738471483,-0.24727394944847758,-0.171373204410342,-0.18818626654761555,0.05122207277990172,162
2,1.6496109008789062,0.24304569951908886,0.10829353332519531,0.013802961722922271,0.8,0.9,0.01,1e-07,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 1e-07, 'l_r': 0.05}",-0.09383171081268325,-0.12319814657710278,-0.2357782473641931,-0.23572070036662038,-0.1196302365587523,-0.16163180833587037,0.06135957945588341,8
3,1.5491771697998047,0.0995649128058454,0.1379488468170166,0.01848955770888221,0.8,0.9,0.01,0.0001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.005}",-0.1657909281469645,-0.1568020190971612,-0.284368800390065,-0.25752179671667463,-0.1889560752760237,-0.21068792392537777,0.05101761933300452,241
4,2.7437907695770263,0.511883151965651,0.11460676193237304,0.01634393864760597,0.8,0.9,0.01,0.0001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.01}",-0.13243357269012104,-0.1603198571252376,-0.2723483110922048,-0.2604061736968148,-0.18194133770194648,-0.20148985046126494,0.055385804658914906,209
5,1.7057188987731933,0.04738549321800848,0.08318047523498535,0.00533257309983471,0.8,0.9,0.01,0.0001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.0001, 'l_r': 0.05}",-0.09577844958907611,-0.1345825598425289,-0.24159825716837904,-0.256734631328001,-0.11046401290541617,-0.16783158216668026,0.06772512664246574,58
6,1.8948079586029052,0.5300131708328975,0.1021031379699707,0.02227494276215796,0.8,0.9,0.01,0.001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.005}",-0.13336011256297842,-0.16806408481200408,-0.2860288369584604,-0.2604132089458924,-0.20028783618531779,-0.20963081589293062,0.05665300284350538,237
7,1.9229920387268067,0.49336194628936314,0.10402846336364746,0.013888405212083918,0.8,0.9,0.01,0.001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.01}",-0.15324431201613034,-0.15357960968652976,-0.26191921429295656,-0.2538939376080868,-0.18852497869844714,-0.2022324104604301,0.04729957808863252,211
8,1.916924524307251,0.5199754117892129,0.10704383850097657,0.01594956556010331,0.8,0.9,0.01,0.001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.001, 'l_r': 0.05}",-0.0920982120421399,-0.13135042562105168,-0.24668224287640045,-0.24443600481751163,-0.15259669943290052,-0.17343271695800083,0.06201180612514557,96
9,1.5871453762054444,0.05225328652789283,0.12176580429077148,0.018044272206542297,0.8,0.9,0.01,0.1,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.005}",-0.16620159765449977,-0.18296281356094604,-0.27440485654566316,-0.27049905839855737,-0.19545670827204828,-0.21790500688634293,0.04551152112873542,282
10,2.6934627056121827,0.5126970242553863,0.10186204910278321,0.032844114358452164,0.8,0.9,0.01,0.1,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.01}",-0.16376128952104754,-0.15860030094951094,-0.2575104247011185,-0.2635786030768311,-0.20087783267593562,-0.20886569018488874,0.044686989639239394,233
11,1.854309320449829,0.5655079158233923,0.08655595779418945,0.01770626797573441,0.8,0.9,0.01,0.1,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.01, 'eps': 0.1, 'l_r': 0.05}",-0.08732400579505989,-0.13246370467417937,-0.25123702855543767,-0.25473112118456137,-0.1129744907324728,-0.1677460701883422,0.0710628157330031,57
12,1.471590280532837,0.13463024317647643,0.10575027465820312,0.03028776387467325,0.8,0.9,0.005,1e-07,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.005}",-0.15494540366324988,-0.16843189242619655,-0.2919983633109794,-0.2645631300958245,-0.19513781914174275,-0.2150153217275986,0.05395349860075799,267
13,1.8807584285736083,0.5344721229588447,0.13683137893676758,0.020394815541845565,0.8,0.9,0.005,1e-07,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.01}",-0.12326020117994894,-0.15280595705837077,-0.24768103322297305,-0.24417567607522683,-0.1443202186391496,-0.18244861723513384,0.0527280353619017,139
14,2.285929822921753,0.5366886129558842,0.12081198692321778,0.030385208955187093,0.8,0.9,0.005,1e-07,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 1e-07, 'l_r': 0.05}",-0.09728111246340716,-0.13531899000070718,-0.22747612884556476,-0.2602353434463094,-0.12047946869107415,-0.16815820868941253,0.06383111106354891,61
15,1.7019060134887696,0.03685076466258759,0.11245336532592773,0.04034246936885216,0.8,0.9,0.005,0.0001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.0001, 'l_r': 0.005}",-0.16080534511581054,-0.1599977849471403,-0.2703733434010723,-0.2584197923381313,-0.1954849058944042,-0.20901623433931169,0.047149976554346336,235
16,1.9116927146911622,0.5071866211380088,0.13573708534240722,0.045408309691604726,0.8,0.9,0.005,0.0001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.0001, 'l_r': 0.01}",-0.11601969922672349,-0.13265244829217668,-0.2500535104241787,-0.2410994058554212,-0.14399285292323144,-0.1767635833443463,0.05695620060215219,112
17,2.4574146270751953,0.5947794643084923,0.102618408203125,0.021950038725866008,0.8,0.9,0.005,0.0001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.0001, 'l_r': 0.05}",-0.09276378557937205,-0.14489778497474198,-0.23298701862841387,-0.23677708578535409,-0.1482363764697737,-0.17113241028753115,0.05565849667885953,82
18,1.8527405738830567,0.5499453250260987,0.09463672637939453,0.025765464772137432,0.8,0.9,0.005,0.001,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.001, 'l_r': 0.005}",-0.1375296763275775,-0.1579437504974701,-0.27968900864127877,-0.24857912130832352,-0.20029723374663166,-0.2048077581042563,0.05341545515153796,219
19,1.4456650733947753,0.1747450956884644,0.11272482872009278,0.02745549957524805,0.8,0.9,0.005,0.001,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.001, 'l_r': 0.01}",-0.1374532432539998,-0.1348043593635447,-0.24260978658649918,-0.23980020122457124,-0.1424698324924338,-0.17942748458420973,0.050509002145535394,129
20,2.4591751098632812,0.5698218693756073,0.09614439010620117,0.005917137224260932,0.8,0.9,0.005,0.001,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.001, 'l_r': 0.05}",-0.10562551486199599,-0.12923722634262305,-0.2478485186063246,-0.2309017330070265,-0.10268881340580789,-0.16326036124475563,0.06305358542294996,17
21,1.9645667552947998,0.5042246079063334,0.1030801773071289,0.025354013551826485,0.8,0.9,0.005,0.1,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.005}",-0.17550384510298517,-0.16067340540431543,-0.285411413627845,-0.26914921357325405,-0.21668679947899314,-0.22148493543747855,0.049383809059300426,294
22,1.5656379222869874,0.13857492301383267,0.09783315658569336,0.011343978874396731,0.8,0.9,0.005,0.1,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.01}",-0.1497122315057457,-0.18460949971388255,-0.3122594237884921,-0.25365952454924784,-0.1998660069597564,-0.22002133730342494,0.056996487927611035,288
23,1.9352636814117432,0.4928026274551691,0.1251401424407959,0.022265150242942115,0.8,0.9,0.005,0.1,0.05,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.005, 'eps': 0.1, 'l_r': 0.05}",-0.09550714164717845,-0.13530338509026327,-0.25792814375810047,-0.24676831873325625,-0.10877862379569414,-0.16885712260489852,0.06945401402120986,67
24,2.0041887283325197,0.47048262902811605,0.09609737396240234,0.004012862150580135,0.8,0.9,0.001,1e-07,0.005,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.005}",-0.13859248729390689,-0.15122943200865638,-0.23738101736061482,-0.2574261457808141,-0.1667523373271271,-0.19027628395422386,0.04791076580814771,168
25,1.9003356456756593,0.5603923970561371,0.20834951400756835,0.13407335292420794,0.8,0.9,0.001,1e-07,0.01,"{'b_1': 0.8, 'b_2': 0.9, 'd_c': 0.001, 'eps': 1e-07, 'l_r': 0.01}",-0.0864369668822629,-0.13886272463212943,-0.25338865162743274,-0.23282571898384374,-0.17378141287736842,-0.17705909500060746,0.06102162498567208,115
